Date,GPPObs,TERObs,NEEObs,GPPAss,TERAss,NEPAss
2011/3/3,4.27,-1.81,2.47,2.1825,-1.7414,0.4411
2011/3/4,3.29,-1.79,1.50,2.4069,-1.7922,0.6147
2011/3/5,2.38,-1.85,0.53,2.232,-1.7416,0.4904
2011/3/6,2.94,-1.85,1.09,2.5445,-1.8251,0.7194
2011/3/7,3.49,-1.84,1.65,2.4568,-1.7994,0.6574
2011/3/8,4.14,-1.90,2.24,2.9685,-1.9336,1.0349
2011/3/9,4.78,-1.96,2.83,3.0778,-1.9673,1.1105
2011/3/10,5.38,-2.63,2.75,2.9557,-1.9194,1.0363
2011/3/11,4.65,-1.96,2.68,3.2027,-1.9948,1.2079
2011/3/12,4.68,-2.03,2.65,3.5958,-2.1448,1.451
2011/3/13,4.62,-2.08,2.54,3.7965,-2.1864,1.6101
2011/3/14,3.60,-2.13,1.47,3.3317,-2.0005,1.3312
2011/3/15,2.95,-2.00,0.95,3.3409,-2.0246,1.3163
2011/3/16,4.88,-1.98,2.90,2.7227,-1.8445,0.8782
2011/3/17,4.47,-2.01,2.46,3.2069,-1.9799,1.227
2011/3/18,4.07,-2.06,2.01,3.1385,-1.9925,1.146
2011/3/19,3.27,-2.12,1.15,2.8188,-1.874,0.9448
2011/3/20,2.82,-2.18,0.94,2.8212,-1.8763,0.9449
2011/3/21,2.76,-2.03,0.90,2.7633,-1.8607,0.9026
2011/3/22,2.99,-1.95,1.03,2.2019,-1.7214,0.4805
2011/3/23,2.72,-1.99,0.89,2.7228,-1.8377,0.8851
2011/3/24,2.96,-2.02,1.06,2.9571,-1.8993,1.0578
2011/3/25,2.75,-1.86,0.90,2.7451,-1.8436,0.9015
2011/3/26,3.03,-1.87,1.11,3.0279,-1.9136,1.1143
2011/3/27,3.37,-1.93,1.36,3.373,-2.0098,1.3632
2011/3/28,3.68,-1.85,1.58,3.6759,-2.0997,1.5762
2011/3/29,3.19,-2.04,1.24,3.1889,-1.9487,1.2402
2011/3/30,4.33,-2.19,2.14,3.2647,-1.9561,1.3086
2011/3/31,5.13,-2.65,2.48,3.7753,-2.1167,1.6586
2011/4/1,4.48,-2.68,1.80,4.2137,-2.2789,1.9348
2011/4/2,3.68,-2.35,1.33,3.5246,-2.0211,1.5035
2011/4/3,2.87,-2.02,0.86,3.3331,-1.9501,1.383
2011/4/4,4.28,-1.94,2.34,3.0689,-1.8814,1.1875
2011/4/5,3.70,-1.86,1.84,3.2563,-1.9365,1.3198
2011/4/6,3.65,-2.32,1.33,3.4411,-1.9854,1.4557
2011/4/7,4.31,-2.63,1.67,3.6895,-2.0554,1.6341
2011/4/8,4.06,-2.15,1.91,3.9265,-2.1288,1.7977
2011/4/9,4.87,-2.73,2.14,4.3193,-2.2597,2.0596
2011/4/10,5.42,-2.82,2.60,4.502,-2.3618,2.1402
2011/4/11,5.21,-2.00,3.21,3.7379,-2.0561,1.6818
2011/4/12,4.29,-2.16,2.13,4.1317,-2.1839,1.9478
2011/4/13,4.50,-2.35,2.15,4.3604,-2.2819,2.0785
2011/4/14,3.96,-2.24,1.72,4.8088,-2.4393,2.3695
2011/4/15,3.73,-2.43,1.29,4.1061,-2.4164,1.6897
2011/4/16,3.35,-2.33,1.02,4.5777,-2.3244,2.2533
2011/4/17,3.84,-2.31,1.53,4.2696,-2.2275,2.0421
2011/4/18,3.93,-2.15,1.79,4.3415,-2.2255,2.116
2011/4/19,4.30,-2.25,2.05,3.8448,-2.0634,1.7814
2011/4/20,4.48,-2.28,2.20,4.4801,-2.282,2.1981
2011/4/21,4.42,-2.22,2.20,4.4237,-2.2201,2.2036
2011/4/22,4.56,-2.33,2.30,4.5615,-2.2618,2.2997
2011/4/23,4.53,-2.31,2.25,4.528,-2.2819,2.2461
2011/4/24,4.56,-2.27,2.29,4.5622,-2.268,2.2942
2011/4/25,4.94,-2.55,2.39,4.9431,-2.5491,2.394
2011/4/26,4.07,-2.49,1.58,5.0126,-2.8757,2.1369
2011/4/27,5.29,-2.29,2.99,4.8921,-2.353,2.5391
2011/4/28,4.77,-2.31,2.46,4.7687,-2.3063,2.4624
2011/4/29,5.06,-2.71,2.35,5.0606,-2.7117,2.3489
2011/4/30,5.20,-2.82,2.38,5.2008,-2.818,2.3828
2011/5/1,3.54,-2.36,1.17,5.3548,-2.5186,2.8362
2011/5/2,4.23,-2.35,1.87,4.7137,-2.2505,2.4632
2011/5/3,4.96,-2.38,2.58,5.1904,-2.4111,2.7793
2011/5/4,4.28,-2.29,1.99,5.1393,-2.3889,2.7504
2011/5/5,4.01,-2.62,1.40,4.8548,-2.2865,2.5683
2011/5/6,5.28,-2.61,2.67,5.6286,-2.625,3.0036
2011/5/7,4.57,-2.61,1.96,5.8415,-2.8616,2.9799
2011/5/8,5.41,-3.09,2.32,5.4137,-3.0889,2.3248
2011/5/9,4.63,-3.01,1.61,4.6253,-3.014,1.6113
2011/5/10,5.95,-2.75,3.20,5.9458,-2.747,3.1988
2011/5/11,5.73,-2.58,3.22,5.7282,-2.5044,3.2238
2011/5/12,4.96,-2.50,2.46,5.3687,-2.4313,2.9374
2011/5/13,6.31,-2.57,3.74,5.9279,-2.5839,3.344
2011/5/14,4.69,-2.47,2.21,5.8293,-2.5435,3.2858
2011/5/15,6.04,-2.54,3.50,6.0059,-2.647,3.3589
2011/5/16,4.89,-2.31,2.58,5.8339,-2.6592,3.1747
2011/5/17,4.28,-2.43,1.85,6.0612,-2.827,3.2342
2011/5/18,4.49,-2.54,1.95,5.9702,-2.938,3.0322
2011/5/19,4.71,-2.65,2.06,5.7093,-3.0548,2.6545
2011/5/20,4.08,-2.58,1.50,6.1271,-2.6862,3.4409
2011/5/21,5.96,-2.48,3.27,5.9563,-2.683,3.2733
2011/5/22,5.95,-2.37,3.41,5.9491,-2.5417,3.4074
2011/5/23,3.85,-2.46,1.39,6.0309,-2.5821,3.4488
2011/5/24,4.42,-2.87,1.55,5.2829,-2.3016,2.9813
2011/5/25,4.79,-3.08,1.71,5.999,-2.5311,3.4679
2011/5/26,5.29,-3.29,2.01,6.2359,-2.6038,3.6321
2011/5/27,4.75,-2.39,2.36,6.1158,-2.5291,3.5867
2011/5/28,5.52,-2.54,2.98,6.0579,-2.4873,3.5706
2011/5/29,6.30,-2.70,3.60,6.1023,-2.5962,3.5061
2011/5/30,4.93,-2.73,2.19,6.3981,-2.8847,3.5134
2011/5/31,4.81,-2.63,2.19,6.5957,-2.7161,3.8796
2011/6/1,4.70,-2.52,2.18,6.3783,-2.6937,3.6846
2011/6/2,4.88,-2.68,2.20,6.6375,-3.0041,3.6334
2011/6/3,4.49,-2.85,1.65,6.7234,-2.7941,3.9293
2011/6/4,6.25,-2.58,3.43,6.2503,-2.8188,3.4315
2011/6/5,5.74,-2.63,3.01,5.7412,-2.7354,3.0058
2011/6/6,6.19,-3.22,2.98,6.0675,-2.6091,3.4584
2011/6/7,5.67,-3.26,2.41,5.8844,-2.7217,3.1627
2011/6/8,4.97,-3.12,1.85,5.4646,-3.0273,2.4373
2011/6/9,5.57,-2.74,2.83,6.4627,-2.8788,3.5839
2011/6/10,5.55,-2.80,2.75,6.5576,-2.9197,3.6379
2011/6/11,5.46,-2.74,2.71,6.1827,-2.8037,3.379
2011/6/12,5.37,-2.70,2.67,6.5299,-2.9692,3.5607
2011/6/13,5.59,-2.62,2.81,5.5866,-2.7771,2.8095
2011/6/14,5.37,-2.93,2.68,5.3655,-2.6848,2.6807
2011/6/15,6.55,-2.59,3.96,6.5528,-2.5964,3.9564
2011/6/16,6.13,-2.72,3.40,6.1271,-2.7223,3.4048
2011/6/17,6.05,-2.93,3.11,6.0464,-2.9315,3.1149
2011/6/18,4.51,-2.76,1.75,5.6285,-2.7555,2.873
2011/6/19,4.79,-2.65,2.14,6.2185,-2.6553,3.5632
2011/6/20,5.19,-2.65,2.54,6.7163,-2.7227,3.9936
2011/6/21,5.28,-2.91,2.36,6.1108,-2.8479,3.2629
2011/6/22,4.86,-2.83,2.02,6.2796,-3.2069,3.0727
2011/6/23,6.24,-2.69,3.55,6.5038,-3.2648,3.239
2011/6/24,6.81,-2.86,4.04,6.8079,-2.7642,4.0437
2011/6/25,6.87,-2.76,3.90,6.8739,-2.9749,3.899
2011/6/26,6.12,-2.70,3.42,6.9255,-2.8432,4.0823
2011/6/27,5.54,-2.68,2.86,6.99,-3.0553,3.9347
2011/6/28,5.06,-2.76,2.30,6.5662,-3.2125,3.3537
2011/6/29,5.41,-2.85,2.56,6.0289,-3.0494,2.9795
2011/6/30,4.83,-2.81,2.02,5.4111,-3.0822,2.3289
2011/7/1,4.39,-2.64,1.74,6.2822,-3.2648,3.0174
2011/7/2,6.20,-2.47,2.74,6.1973,-3.4571,2.7402
2011/7/3,6.31,-2.75,2.87,6.305,-3.4396,2.8654
2011/7/4,6.53,-2.89,3.13,6.526,-3.3925,3.1335
2011/7/5,5.62,-2.98,2.63,6.5722,-3.3848,3.1874
2011/7/6,6.01,-2.76,3.25,5.6644,-3.5367,2.1277
2011/7/7,6.95,-3.10,3.86,6.7006,-3.257,3.4436
2011/7/8,5.66,-3.12,2.54,5.9178,-3.0721,2.8457
2011/7/9,4.18,-2.87,1.31,5.4613,-3.0607,2.4006
2011/7/10,6.00,-2.93,3.08,6.3746,-3.2345,3.1401
2011/7/11,5.65,-2.92,2.74,6.1807,-3.2019,2.9788
2011/7/12,4.85,-2.82,2.03,6.6299,-3.0987,3.5312
2011/7/13,4.15,-2.82,1.32,5.869,-3.0618,2.8072
2011/7/14,4.35,-2.82,1.52,6.1637,-3.0927,3.071
2011/7/15,4.45,-2.78,1.67,6.3264,-2.8846,3.4418
2011/7/16,4.67,-2.85,1.82,5.9901,-3.0621,2.928
2011/7/17,5.10,-2.88,2.21,6.4974,-3.1396,3.3578
2011/7/18,5.50,-2.90,2.60,6.2921,-3.0432,3.2489
2011/7/19,4.04,-2.84,1.20,5.4955,-2.9038,2.5917
2011/7/20,6.05,-2.86,3.19,5.8642,-3.0791,2.7851
2011/7/21,6.38,-2.93,3.46,5.2015,-3.1952,2.0063
2011/7/22,5.58,-2.96,2.62,5.1767,-3.3193,1.8574
2011/7/23,5.09,-2.95,2.14,6.3596,-3.2048,3.1548
2011/7/24,6.27,-3.00,3.27,6.0524,-3.3043,2.7481
2011/7/25,6.30,-2.83,3.47,5.5348,-3.428,2.1068
2011/7/26,6.13,-2.73,3.40,5.6398,-3.4791,2.1607
2011/7/27,6.33,-3.01,3.32,5.6502,-3.4433,2.2069
2011/7/28,6.59,-3.04,3.55,5.9084,-3.4356,2.4728
2011/7/29,6.77,-3.03,3.74,5.6114,-3.4891,2.1223
2011/7/30,6.58,-3.03,3.56,6.0724,-3.3146,2.7578
2011/7/31,6.37,-3.00,3.37,5.6324,-3.2925,2.3399
2011/8/1,5.56,-2.96,2.60,5.9858,-3.1823,2.8035
2011/8/2,5.78,-2.98,2.80,6.3289,-3.2222,3.1067
2011/8/3,5.95,-2.99,2.96,5.8696,-3.1911,2.6785
2011/8/4,4.61,-2.93,1.68,5.3033,-3.0342,2.2691
2011/8/5,5.88,-3.15,2.70,5.8789,-3.1756,2.7033
2011/8/6,5.70,-2.72,2.59,5.7044,-3.1154,2.589
2011/8/7,5.54,-2.93,2.61,5.8318,-3.1296,2.7022
2011/8/8,5.60,-2.90,2.70,6.3875,-3.0513,3.3362
2011/8/9,5.88,-2.94,2.95,5.8743,-3.1422,2.7321
2011/8/10,6.04,-3.01,3.03,5.5564,-3.315,2.2414
2011/8/11,6.17,-2.97,3.20,6.0954,-3.1597,2.9357
2011/8/12,5.78,-2.77,3.01,5.338,-3.0487,2.2893
2011/8/13,5.80,-2.98,2.82,5.8152,-3.0801,2.7351
2011/8/14,5.02,-2.89,2.13,5.5923,-3.158,2.4343
2011/8/15,6.10,-2.99,3.12,5.8026,-3.2136,2.589
2011/8/16,6.16,-3.02,3.14,5.0769,-3.4109,1.666
2011/8/17,5.76,-3.01,2.75,4.6995,-3.3109,1.3886
2011/8/18,5.67,-3.01,2.66,4.8542,-3.344,1.5102
2011/8/19,5.32,-2.32,2.99,5.5993,-3.1781,2.4212
2011/8/20,6.14,-2.82,3.32,5.9893,-3.1187,2.8706
2011/8/21,5.61,-2.86,2.75,5.8106,-2.9886,2.822
2011/8/22,4.79,-2.85,1.94,5.4991,-2.9383,2.5608
2011/8/23,5.30,-2.75,2.40,5.2974,-2.8938,2.4036
2011/8/24,5.08,-2.85,2.21,5.0811,-2.8699,2.2112
2011/8/25,5.43,-2.71,2.72,5.4275,-2.7082,2.7193
2011/8/26,5.04,-2.94,2.09,5.0398,-2.9449,2.0949
2011/8/27,5.53,-3.10,2.43,5.5284,-3.097,2.4314
2011/8/28,5.66,-2.34,3.32,5.2906,-2.9833,2.3073
2011/8/29,5.82,-2.50,3.32,5.2739,-2.9945,2.2794
2011/8/30,5.71,-2.65,3.05,5.0408,-2.8665,2.1743
2011/8/31,5.85,-3.07,2.78,5.0466,-3.0367,2.0099
2011/9/1,5.66,-2.71,2.96,5.7388,-2.986,2.7528
2011/9/2,5.89,-2.75,3.13,5.7756,-2.9826,2.793
2011/9/3,4.77,-2.74,2.03,5.7605,-2.956,2.8045
2011/9/4,4.77,-2.52,2.25,5.6857,-2.9101,2.7756
2011/9/5,4.65,-2.60,2.05,5.6457,-2.8321,2.8136
2011/9/6,5.03,-2.57,2.47,5.5886,-2.8125,2.7761
2011/9/7,4.57,-2.71,1.86,5.5754,-2.81,2.7654
2011/9/8,4.26,-2.85,1.41,5.4737,-2.9193,2.5544
2011/9/9,4.33,-2.69,1.64,5.2329,-2.9056,2.3273
2011/9/10,4.98,-2.67,2.31,5.214,-2.8682,2.3458
2011/9/11,4.14,-2.27,1.87,4.4789,-2.6868,1.7921
2011/9/12,5.73,-2.75,2.99,5.1945,-2.9136,2.2809
2011/9/13,5.50,-3.23,2.28,5.0357,-2.9604,2.0753
2011/9/14,5.78,-2.92,2.86,4.7605,-3.0313,1.7292
2011/9/15,3.86,-2.61,1.25,4.846,-3.0037,1.8423
2011/9/16,3.99,-2.64,1.35,4.9042,-3.0063,1.8979
2011/9/17,6.27,-3.02,3.25,4.7566,-2.6463,2.1103
2011/9/18,5.79,-2.69,3.10,4.6,-2.5891,2.0109
2011/9/19,6.02,-2.99,3.03,3.8397,-2.2813,1.5584
2011/9/20,5.59,-2.63,2.96,3.8912,-2.2942,1.597
2011/9/21,4.28,-2.26,1.85,4.2758,-2.4247,1.8511
2011/9/22,4.32,-2.21,1.87,4.3196,-2.4501,1.8695
2011/9/23,4.52,-2.19,1.97,4.5185,-2.5461,1.9724
2011/9/24,4.54,-2.05,1.97,4.5437,-2.5762,1.9675
2011/9/25,5.00,-2.13,2.86,3.7111,-2.4953,1.2158
2011/9/26,4.84,-2.26,2.58,3.5991,-2.5739,1.0252
2011/9/27,5.08,-2.73,2.35,3.0501,-2.5748,0.4753
2011/9/28,4.78,-2.59,2.18,4.5985,-2.8258,1.7727
2011/9/29,4.76,-2.74,2.02,4.2529,-2.5821,1.6708
2011/9/30,4.36,-2.45,1.91,3.5057,-2.3287,1.177
2011/10/1,4.03,-2.21,1.82,3.4487,-2.2393,1.2094
2011/10/2,3.83,-1.97,1.86,3.3577,-2.1977,1.16
2011/10/3,3.70,-2.09,1.61,3.3388,-2.2211,1.1177
2011/10/4,3.83,-2.21,1.62,3.3861,-2.2111,1.175
2011/10/5,3.78,-2.26,1.52,3.6249,-2.2982,1.3267
2011/10/6,3.65,-2.13,1.52,3.8205,-2.3836,1.4369
2011/10/7,3.91,-2.39,1.52,3.9912,-2.4777,1.5135
2011/10/8,3.93,-2.46,1.46,3.9261,-2.4622,1.4639
2011/10/9,3.96,-2.49,1.47,3.9582,-2.4881,1.4701
2011/10/10,4.02,-2.53,1.49,4.0221,-2.5306,1.4915
2011/10/11,3.43,-2.31,1.11,3.1317,-2.4738,0.6579
2011/10/12,3.54,-2.43,1.11,3.9264,-2.4722,1.4542
2011/10/13,4.56,-2.55,2.02,3.4406,-2.3619,1.0787
2011/10/14,5.36,-2.44,2.93,3.7126,-2.3856,1.327
2011/10/15,4.33,-1.83,2.50,3.7225,-2.3885,1.334
2011/10/16,4.66,-2.20,2.46,3.7834,-2.4308,1.3526
2011/10/17,4.40,-2.32,2.08,3.9055,-2.5002,1.4053
2011/10/18,4.50,-2.07,2.42,3.5861,-2.3431,1.243
2011/10/19,3.90,-1.99,1.91,3.3241,-2.2356,1.0885
2011/10/20,3.65,-2.25,1.39,3.5175,-2.341,1.1765
2011/10/21,4.27,-2.13,2.14,3.606,-2.3765,1.2295
2011/10/22,4.23,-2.48,1.75,3.6476,-2.4023,1.2453
2011/10/23,3.32,-2.49,1.06,3.319,-2.2581,1.0609
2011/10/24,3.20,-2.51,0.98,3.1957,-2.2158,0.9799
2011/10/25,3.38,-2.01,1.37,2.6989,-2.0598,0.6391
2011/10/26,3.41,-2.14,1.27,3.0185,-2.1456,0.8729
2011/10/27,3.26,-2.27,0.99,3.1841,-2.2166,0.9675
2011/10/28,2.87,-2.08,0.80,3.1208,-2.2097,0.9111
2011/10/29,2.94,-2.14,0.80,3.1422,-2.2262,0.916
2011/10/30,3.35,-2.55,0.80,3.0386,-2.2129,0.8257
2011/10/31,2.92,-2.12,0.80,3.2906,-2.2651,1.0255
2011/11/1,3.46,-2.43,1.03,3.3902,-2.3304,1.0598
2011/11/2,2.72,-2.45,0.28,2.7869,-2.2693,0.5176
2011/11/3,3.58,-2.42,1.17,3.5324,-2.4389,1.0935
2011/11/4,3.20,-2.48,0.71,3.497,-2.5742,0.9228
2011/11/5,3.15,-2.55,0.61,3.0681,-2.2338,0.8343
2011/11/6,3.02,-2.58,0.80,3.0184,-2.2187,0.7997
2011/11/7,3.05,-2.61,0.82,3.0451,-2.2261,0.819
2011/11/8,2.97,-2.44,0.77,2.9667,-2.1981,0.7686
2011/11/9,2.45,-2.27,0.18,2.159,-2.0082,0.1508
2011/11/10,2.60,-1.88,0.72,2.4775,-2.0297,0.4478
2011/11/11,3.20,-1.94,1.26,2.5459,-2.029,0.5169
2011/11/12,3.42,-1.87,1.55,2.94,-2.1987,0.7413
2011/11/13,3.18,-1.96,1.22,2.7425,-2.1243,0.6182
2011/11/14,3.63,-2.35,1.28,2.7527,-2.1381,0.6146
2011/11/15,3.73,-2.38,1.35,2.5789,-2.1308,0.4481
2011/11/16,3.69,-2.26,1.43,2.7517,-2.2066,0.5451
2011/11/17,3.58,-2.36,1.22,3.1598,-2.5009,0.6589
2011/11/18,3.47,-2.46,1.01,2.9742,-2.4224,0.5518
2011/11/19,2.04,-2.49,-0.46,2.2988,-2.0717,0.2271
2011/11/20,2.58,-2.06,0.53,1.9912,-1.9672,0.024
2011/11/21,2.00,-2.19,0.06,1.9986,-1.9373,0.0613
2011/11/22,2.40,-2.53,0.30,2.3999,-2.1047,0.2952
2011/11/23,2.14,-1.95,0.15,2.1353,-1.9859,0.1494
2011/11/24,1.82,-2.26,-0.04,1.8214,-1.8596,-0.0382
2011/11/25,3.36,-2.45,0.91,2.3396,-2.0667,0.2729
2011/11/26,3.55,-2.65,0.90,2.5846,-2.1933,0.3913
2011/11/27,3.52,-2.07,1.45,2.7977,-2.3247,0.473
2011/11/28,4.42,-2.43,1.99,2.0626,-1.9667,0.0959
2011/11/29,3.41,-2.48,0.93,2.0114,-1.9515,0.0599
2011/11/30,2.39,-2.53,-0.14,1.9127,-1.9148,-0.0021
2011/12/1,1.80,-2.18,-0.38,1.0176,-1.6306,-0.613
2011/12/2,1.53,-1.77,-0.22,1.5303,-1.7542,-0.2239
2011/12/3,1.98,-2.06,0.05,1.9831,-1.9341,0.049
2011/12/4,2.29,-2.14,0.25,2.291,-2.0416,0.2494
2011/12/5,2.68,-2.21,0.41,2.6752,-2.2618,0.4134
2011/12/6,1.91,-2.09,-0.19,1.883,-1.8835,-0.0005
2011/12/7,1.44,-1.98,-0.29,1.4446,-1.7366,-0.292
2011/12/8,1.89,-1.92,-0.01,1.8909,-1.8977,-0.0068
2011/12/9,2.17,-1.96,0.21,1.9336,-1.9202,0.0134
2011/12/10,2.60,-2.00,0.60,2.3987,-2.1213,0.2774
2011/12/11,3.29,-1.90,1.38,1.6146,-1.7939,-0.1793
2011/12/12,1.82,-2.03,-0.20,1.5889,-1.7855,-0.1966
2011/12/13,3.05,-2.11,0.94,1.5993,-1.7895,-0.1902
2011/12/14,1.68,-1.97,-0.14,1.6803,-1.8234,-0.1431
2011/12/15,0.74,-1.84,-0.76,0.7372,-1.4946,-0.7574
2011/12/16,0.68,-2.31,-0.79,0.6753,-1.4686,-0.7933
2011/12/17,1.04,-1.70,-0.58,1.0386,-1.618,-0.5794
2011/12/18,2.73,-1.73,0.99,1.6949,-1.8208,-0.1259
2011/12/19,2.97,-1.91,1.06,2.1019,-2.0062,0.0957
2011/12/20,2.88,-1.73,1.14,1.8183,-1.8953,-0.077
2011/12/21,3.50,-2.26,1.23,1.939,-1.9399,-0.0009
2011/12/22,2.40,-1.94,0.46,2.0696,-2.0039,0.0657
2011/12/23,1.67,-2.09,-0.16,1.6684,-1.8247,-0.1563
2011/12/24,1.75,-1.97,-0.10,1.7506,-1.85,-0.0994
2011/12/25,0.80,-1.86,-0.71,0.7975,-1.5088,-0.7113
2011/12/26,1.10,-1.79,-0.52,1.1031,-1.6249,-0.5218
2011/12/27,1.74,-1.78,-0.08,1.7442,-1.828,-0.0838
2011/12/28,1.79,-2.05,-0.08,1.7922,-1.8765,-0.0843
2011/12/29,1.82,-1.94,-0.03,1.8207,-1.8532,-0.0325
2011/12/30,1.16,-1.70,-0.48,1.1649,-1.6421,-0.4772
2011/12/31,0.83,-1.59,-0.70,0.8253,-1.5249,-0.6996
2012/1/1,2.01,-1.62,0.29,2.0108,-1.7212,0.2896
2012/1/2,2.67,-1.85,0.81,2.1302,-1.6984,0.4318
2012/1/3,1.75,-1.63,0.13,1.7523,-1.6263,0.126
2012/1/4,1.78,-1.59,0.19,1.4935,-1.5727,-0.0792
2012/1/5,2.14,-1.90,0.24,1.5533,-1.5775,-0.0242
2012/1/6,2.12,-1.74,0.38,2.0524,-1.684,0.3684
2012/1/7,2.48,-2.03,0.46,2.0661,-1.6814,0.3847
2012/1/8,2.19,-1.69,0.50,1.7341,-1.6795,0.0546
2012/1/9,2.47,-1.95,0.52,1.6149,-1.6918,-0.0769
2012/1/10,2.47,-1.94,0.53,2.1708,-1.7359,0.4349
2012/1/11,2.40,-1.86,0.54,2.0728,-1.68,0.3928
2012/1/12,2.58,-1.78,0.80,1.9146,-1.6467,0.2679
2012/1/13,1.96,-1.72,0.24,1.9627,-1.7188,0.2439
2012/1/14,1.79,-1.89,-0.10,1.5702,-1.6877,-0.1175
2012/1/15,1.53,-1.86,-0.33,1.8657,-1.6585,0.2072
2012/1/16,3.14,-1.86,1.29,1.8596,-1.6528,0.2068
2012/1/17,3.04,-2.03,1.00,2.3304,-1.7393,0.5911
2012/1/18,2.59,-1.93,0.66,1.9625,-1.7416,0.2209
2012/1/19,2.62,-2.31,0.31,1.7603,-1.7208,0.0395
2012/1/20,2.00,-2.23,0.33,1.9978,-1.6725,0.3253
2012/1/21,1.55,-1.44,-0.03,1.5528,-1.5852,-0.0324
2012/1/22,1.20,-1.84,-0.36,1.1965,-1.5596,-0.3631
